movie_id,title,year,genres,overview,source,status
1672,"Rainmaker, The (1997)",1997,Drama,"When Rudy Baylor (Matt Damon), a young attorney with no clients, goes to work for a seedy ambulance chaser, he wants to help the parents of a terminally ill boy in their suit against an insurance company (represented by a ruthless Jon Voight). But to take on corporate America, Rudy and a scrappy paralegal (Danny DeVito) must open their own law firm.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
1673,Boogie Nights (1997),1997,Drama,"Set in 1977, back when sex was safe, pleasure was a business and business was booming, idealistic porn producer Jack Horner aspires to elevate his craft to an art form. Horner discovers Eddie Adams, a hot young talent working as a busboy in a nightclub, and welcomes him into the extended family of movie-makers, misfits and hangers-on that are always around. Adams' rise from nobody to a celebrity adult entertainer is meteoric, and soon the whole world seems to know his porn alter ego, ""Dirk Diggler"". Now, when disco and drugs are in vogue, fashion is in flux and the party never seems to stop, Adams' dreams of turning sex into stardom are about to collide with cold, hard reality.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
1674,Witness (1985),1985,Drama|Romance|Thriller,"A sheltered Amish child is the sole witness of a brutal murder in a restroom at a Philadelphia train station, and he must be protected. The assignment falls to a taciturn detective who goes undercover in a Pennsylvania Dutch community. On the farm, he slowly assimilates despite his urban grit and forges a romantic bond with the child's beautiful mother.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
1675,Incognito (1997),1997,Crime|Thriller,"Harry Donovan is an art forger who paints fake Rembrandt picture for $500,000. The girl he meets and gets into bed with in Paris, Marieke, turns out to be an arts expert Harry's clients are using to check the counterfeit picture he painted.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
1676,Starship Troopers (1997),1997,Action|Adventure|Sci-Fi|War,"Set in the future, the story follows a young soldier named Johnny Rico and his exploits in the Mobile Infantry. Rico's military career progresses from recruit to non-commissioned officer and finally to officer against the backdrop of an interstellar war between mankind and an arachnoid species known as ""the Bugs"".",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
1677,Critical Care (1997),1997,Comedy,"Werner Ernst is a young hospital resident who becomes embroiled in a legal battle between two half-sisters who are fighting over the care of their comatose father. But are they really fighting over their father's care, or over his $10 million estate? Meanwhile, Werner must contend with his nutty supervisor, who insists that he only care for patients with full insurance. Can Werner sidestep the hospital's legal team and do what's best for the patient?",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
1678,"Joy Luck Club, The (1993)",1993,Drama,"Through a series of flashbacks, four young chinese women born in America and their respective mothers born in feudal China, explore their past. This search will help them understand their difficult mother/daughter relationship.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
1679,Chairman of the Board (1998),1998,Comedy,A surfer becomes the head of a major company.,https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
1680,Sliding Doors (1998),1998,Drama|Romance,"Gwyneth Paltrow plays London publicist Helen, effortlessly sliding between parallel storylines that show what happens if she does or does not catch a train back to her apartment. Love. Romantic entanglements. Deception. Trust. Friendship. Comedy. All come into focus as the two stories shift back and forth, overlap and surprisingly converge.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
1681,Mortal Kombat: Annihilation (1997),1997,Action|Adventure,"A group of heroic warriors has only six days to save the planet in ""Mortal Kombat Annihilation."" To succeed they must survive the most spectacular series of challenges any human, or god, has ever encountered as they battle an evil warlord bent on taking control of Earth. Sequel to the film ""Mortal Kombat,"" and based on the popular video game.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
1682,"Truman Show, The (1998)",1998,Drama,"Truman Burbank is the star of ""The Truman Show"", a 24-hour-a-day ""reality"" TV show that broadcasts every aspect of his life -- live and in color -- without his knowledge. His entire life has been an unending soap opera for consumption by the rest of the world. And everyone he knows -- including his wife and his best friend -- is really an actor, paid to be part of his life.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
1683,"Wings of the Dove, The (1997)",1997,Drama|Romance|Thriller,"Kate is secretly betrothed to a struggling journalist, Merton Densher. But she knows her Aunt Maude will never approve of the match, since Kate's deceased mother has lost all her money in a marriage to a degenerate opium addict. When Kate meets a terminally ill American heiress named Millie traveling through Europe, she comes up with a conniving plan to have both love and wealth.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
1684,Mrs. Dalloway (1997),1997,Romance,"As society hostess Clarissa Dalloway prepares for another of her legendary parties, she finds herself haunted by figures and scenes from her passionate adolescence.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
1685,"I Love You, I Love You Not (1996)",1996,Romance,School student and her European-born grandmother share sad stories of their lives.,https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
1686,Red Corner (1997),1997,Crime|Thriller,"An American attorney on business in China, ends up wrongfully on trial for murder and his only key to innocence is a female defense lawyer from the country.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
1687,"Jackal, The (1997)",1997,Action|Thriller,"Hired by a powerful member of the Russian mafia to avenge an FBI sting that left his brother dead, the perfectionist Jackal proves an elusive target for the men charged with the task of bringing him down: a deputy FBI boss and a former IRA terrorist.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
1688,Anastasia (1997),1997,Animation|Children's|Musical,"This animated adventure retells the story of the lost daughter of Russia's last czar. The evil Rasputin places a curse on the Romanov family, and Anastasia and her grandmother, Empress Maria, get separated. After growing up in an orphanage, Anastasia encounters two Russian men seeking a reward offered by Empress Maria for the return of her granddaughter. The trio travels to Paris, where they find that the empress has grown skeptical of imposters.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
1689,"Man Who Knew Too Little, The (1997)",1997,Comedy|Mystery,"An American gets a ticket for an audience participation game in London, then gets involved in a case of mistaken identity. As an international plot unravels around him, he thinks it's all part of the act.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
1690,Alien: Resurrection (1997),1997,Action|Horror|Sci-Fi,"Two hundred years after Lt. Ripley died, a group of scientists clone her, hoping to breed the ultimate weapon. But the new Ripley is full of surprises … as are the new aliens. Ripley must team with a band of smugglers to keep the creatures from reaching Earth.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
1692,Alien Escape (1995),1995,Horror|Sci-Fi,No overview found.,https://www.themoviedb.org/movie/29938,found
1693,Amistad (1997),1997,Drama,"In 1839, the slave ship Amistad set sail from Cuba to America. During the long trip, Cinque leads the slaves in an unprecedented uprising. They are then held prisoner in Connecticut, and their release becomes the subject of heated debate. Freed slave Theodore Joadson wants Cinque and the others exonerated and recruits property lawyer Roger Baldwin to help his case. Eventually, John Quincy Adams also becomes an ally.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
1694,"Apostle, The (1997)",1997,Drama,"After his happy life spins out of control, a preacher from Texas changes his name, goes to Louisiana and starts preaching on the radio.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
1695,Artemisia (1997),1997,Drama,"Artemisia Gentileschi (1593-1653) was one of the first well-known female painters. The movie tells the story of her youth, when she was guided and protected by her father, the painter Orazio Gentileschi. Her professional curiosity about the male anatomy, forbidden for her eyes, led her to the knowledge of sexual pleasure. But she was also well known because in 1612 she had to appear in a courtroom because her teacher, Agostino Tassi, was suspected of raping her. She tried to protect him, but was put in the thumb screws...",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
